ParentSKU,Site Id,Year,Month,Category Name ID,Unit,Qty,Price,Net Sales calculated,Cash Discount,Amount to Customer,MRP,Pack Size,Pack Unit Id,State,Zone,Master Category,Size,Rank,Date
F0033,AHMEDABAD,2017,4,0,NO,1621,54,82557,20,93640,80,30,GM,DL,West,3,30gm,4,4/1/2017
F0033,AHMEDABAD,2017,5,0,NO,651,51,31473,21,35760,80,30,GM,DL,West,3,30gm,4,5/1/2017
F0033,AHMEDABAD,2017,6,0,NO,457,46,19580,12,22293,70,30,GM,DL,West,3,30gm,4,6/1/2017
F0033,AHMEDABAD,2017,7,0,NO,1985,41,78144,0,78144,70,30,GM,DL,West,3,30gm,4,7/1/2017
F0033,AHMEDABAD,2017,8,0,NO,6,38,228,0,228,70,30,GM,DL,West,3,30gm,4,8/1/2017
F0033,AHMEDABAD,2017,9,0,NO,1440,43,57795,0,57795,70,30,GM,DL,West,3,30gm,4,9/1/2017
F0033,AHMEDABAD,2017,11,0,NO,1522,46,64639,0,64639,70,30,GM,DL,West,3,30gm,4,11/1/2017
F0033,AHMEDABAD,2017,12,0,NO,3168,45,136603,0,136603,70,30,GM,DL,West,3,30gm,4,12/1/2017
F0033,AHMEDABAD,2018,1,0,NO,1584,45,68425,0,68425,70,30,GM,DL,West,3,30gm,4,1/1/2018
F0033,AHMEDABAD,2018,2,0,NO,5981,46,258791,0,258791,70,30,GM,DL,West,3,30gm,4,2/1/2018
F0033,AHMEDABAD,2018,3,0,NO,2962,46,128639,0,128639,70,30,GM,DL,West,3,30gm,4,3/1/2018
F0033,AHMEDABAD,2018,4,0,NO,1655,46,70930,0,70930,70,30,GM,DL,West,3,30gm,4,4/1/2018
F0033,AHMEDABAD,2018,5,0,NO,2340,46,99880,0,99880,70,30,GM,DL,West,3,30gm,4,5/1/2018
F0033,AHMEDABAD,2018,6,0,NO,3061,46,123646,0,123646,70,30,GM,DL,West,3,30gm,4,6/1/2018
F0033,AHMEDABAD,2018,7,0,NO,1245,44,49808,0,49808,70,30,GM,DL,West,3,30gm,4,7/1/2018
F0033,AHMEDABAD,2018,8,0,NO,1347,45,54964,0,54964,70,30,GM,DL,West,3,30gm,4,8/1/2018
F0033,AHMEDABAD,2018,9,0,NO,677,46,29324,0,29324,70,30,GM,DL,West,3,30gm,4,9/1/2018
F0033,AHMEDABAD,2018,10,0,NO,2165,46,88203,0,88203,70,30,GM,DL,West,3,30gm,4,10/1/2018
F0033,AHMEDABAD,2018,11,0,NO,581,44,23609,0,23609,70,30,GM,DL,West,3,30gm,4,11/1/2018
F0033,AHMEDABAD,2018,12,0,NO,2186,45,93578,0,93578,70,30,GM,DL,West,3,30gm,4,12/1/2018
F0033,AHMEDABAD,2019,1,0,NO,80,45,3534,0,3534,70,30,GM,DL,West,3,30gm,4,1/1/2019
F0033,AHMEDABAD,2019,2,0,NO,2510,45,111301,0,111301,70,30,GM,DL,West,3,30gm,4,2/1/2019
F0033,AHMEDABAD,2019,3,0,NO,1872,46,83457,0,83457,70,30,GM,DL,West,3,30gm,4,3/1/2019
F0033,AHMEDABAD,2019,4,0,NO,1872,45,83213,0,83213,70,30,GM,DL,West,3,30gm,4,4/1/2019
F0033,AHMEDABAD,2019,5,0,NO,1694,46,75249,0,75249,70,30,GM,DL,West,3,30gm,4,5/1/2019
F0033,AHMEDABAD,2019,6,0,NO,1728,44,76297,0,76297,70,30,GM,DL,West,3,30gm,4,6/1/2019
F0033,AHMEDABAD,2019,7,0,NO,1576,48,74422,0,74422,74.77272727,30,GM,DL,West,3,30gm,4,7/1/2019
F0033,AHMEDABAD,2019,8,0,NO,1240,50,60291,0,60291,75,30,GM,DL,West,3,30gm,4,8/1/2019
F0033,AHMEDABAD,2019,9,0,NO,1449,47,67126,0,67126,75,30,GM,DL,West,3,30gm,4,9/1/2019
F0033,AHMEDABAD,2019,10,0,NO,1845,48,75773,0,75773,75,30,GM,DL,West,3,30gm,4,10/1/2019
F0033,AHMEDABAD,2019,11,0,NO,1570,50,64097,0,64097,75,30,GM,DL,West,3,30gm,4,11/1/2019
F0033,AHMEDABAD,2019,12,0,NO,2338,49,94742,0,94742,75,30,GM,DL,West,3,30gm,4,12/1/2019
F0033,AHMEDABAD,2020,1,0,NO,2352,51,100564,0,100564,77.08333333,30,GM,DL,West,3,30gm,4,1/1/2020
F0033,AHMEDABAD,2020,2,0,NO,2172,53,93903,0,93903,80,30,GM,DL,West,3,30gm,4,2/1/2020
F0033,BANGALORE,2017,4,0,NO,389,55,20508,0,23482,80,30,GM,DL,South,3,30gm,4,4/1/2017
F0033,BANGALORE,2017,5,0,NO,700,51,32941,1,37690,80,30,GM,DL,South,3,30gm,4,5/1/2017
F0033,BANGALORE,2017,6,0,NO,1102,52,53147,0,60827,79.0625,30,GM,DL,South,3,30gm,4,6/1/2017
F0033,BANGALORE,2017,7,0,NO,1450,42,56843,0,56843,70,30,GM,DL,South,3,30gm,4,7/1/2017
F0033,BANGALORE,2017,8,0,NO,1190,43,48433,0,48433,70.88235294,30,GM,DL,South,3,30gm,4,8/1/2017
F0033,BANGALORE,2017,9,0,NO,814,42,33472,0,33472,70.8,30,GM,DL,South,3,30gm,4,9/1/2017
F0033,BANGALORE,2017,10,0,NO,649,40,25209,0,25209,70,30,GM,DL,South,3,30gm,4,10/1/2017
F0033,BANGALORE,2017,11,0,NO,1814,42,75242,0,75242,70,30,GM,DL,South,3,30gm,4,11/1/2017
F0033,BANGALORE,2017,12,0,NO,1098,43,48135,0,48135,70,30,GM,DL,South,3,30gm,4,12/1/2017
F0033,BANGALORE,2018,1,0,NO,1815,44,77637,0,77637,70,30,GM,DL,South,3,30gm,4,1/1/2018
F0033,BANGALORE,2018,2,0,NO,603,44,26371,0,26371,70,30,GM,DL,South,3,30gm,4,2/1/2018
F0033,BANGALORE,2018,3,0,NO,1078,44,47509,0,47509,70,30,GM,DL,South,3,30gm,4,3/1/2018
F0033,BANGALORE,2018,4,0,NO,1739,43,73809,0,73809,70,30,GM,DL,South,3,30gm,4,4/1/2018
F0033,BANGALORE,2018,5,0,NO,2477,43,106141,0,106141,70,30,GM,DL,South,3,30gm,4,5/1/2018
F0033,BANGALORE,2018,6,0,NO,2128,43,85865,0,85865,70,30,GM,DL,South,3,30gm,4,6/1/2018
F0033,BANGALORE,2018,7,0,NO,1563,45,63750,0,63750,70,30,GM,DL,South,3,30gm,4,7/1/2018
F0033,BANGALORE,2018,8,0,NO,889,43,36077,0,36077,70,30,GM,DL,South,3,30gm,4,8/1/2018
F0033,BANGALORE,2018,9,0,NO,1200,44,52678,0,52678,70,30,GM,DL,South,3,30gm,4,9/1/2018
F0033,BANGALORE,2018,10,0,NO,1150,43,47509,0,47509,70,30,GM,DL,South,3,30gm,4,10/1/2018
F0033,BANGALORE,2018,11,0,NO,556,42,22543,0,22543,70,30,GM,DL,South,3,30gm,4,11/1/2018
F0033,BANGALORE,2018,12,0,NO,1076,42,45382,0,45382,70,30,GM,DL,South,3,30gm,4,12/1/2018
F0033,BANGALORE,2019,1,0,NO,694,44,29999,0,29999,70,30,GM,DL,South,3,30gm,4,1/1/2019
F0033,BANGALORE,2019,2,0,NO,843,42,36246,0,36246,70,30,GM,DL,South,3,30gm,4,2/1/2019
F0033,BANGALORE,2019,3,0,NO,770,42,33480,0,33480,70,30,GM,DL,South,3,30gm,4,3/1/2019
F0033,BANGALORE,2019,4,0,NO,637,42,26805,0,26805,70,30,GM,DL,South,3,30gm,4,4/1/2019
F0033,BANGALORE,2019,5,0,NO,903,43,37894,0,37894,70,30,GM,DL,South,3,30gm,4,5/1/2019
F0033,BANGALORE,2019,6,0,NO,684,45,29610,0,29610,70.38461538,30,GM,DL,South,3,30gm,4,6/1/2019
F0033,BANGALORE,2019,7,0,NO,570,45,26677,0,26677,72.77777778,30,GM,DL,South,3,30gm,4,7/1/2019
F0033,BANGALORE,2019,8,0,NO,1129,47,52547,0,52547,75,30,GM,DL,South,3,30gm,4,8/1/2019
F0033,BANGALORE,2019,9,0,NO,472,48,21955,0,21955,75,30,GM,DL,South,3,30gm,4,9/1/2019
F0033,BANGALORE,2019,10,0,NO,1314,47,54347,0,54347,75,30,GM,DL,South,3,30gm,4,10/1/2019
F0033,BANGALORE,2019,11,0,NO,1233,49,50821,0,50821,74.11764706,30,GM,DL,South,3,30gm,4,11/1/2019
F0033,BANGALORE,2019,12,0,NO,1339,47,56084,0,56084,75,30,GM,DL,South,3,30gm,4,12/1/2019
F0033,BANGALORE,2020,1,0,NO,850,50,36644,0,36644,79.64285714,30,GM,DL,South,3,30gm,4,1/1/2020
F0033,BANGALORE,2020,2,0,NO,509,49,22277,0,22277,80,30,GM,DL,South,3,30gm,4,2/1/2020
F0033,BHUBANESWR,2017,4,0,NO,684,54,34075,0,39016,80,30,GM,DL,East,3,30gm,4,4/1/2017
F0033,BHUBANESWR,2017,5,0,NO,816,52,39941,0,45732,78.82352941,30,GM,DL,East,3,30gm,4,5/1/2017
F0033,BHUBANESWR,2017,6,0,NO,180,51,8267,0,9466,76.66666667,30,GM,DL,East,3,30gm,4,6/1/2017
F0033,BHUBANESWR,2017,7,0,NO,1020,42,39208,0,39208,70.58823529,30,GM,DL,East,3,30gm,4,7/1/2017
F0033,BHUBANESWR,2017,8,0,NO,858,42,33196,0,33196,70,30,GM,DL,East,3,30gm,4,8/1/2017
F0033,BHUBANESWR,2017,9,0,NO,720,42,27917,0,27917,70,30,GM,DL,East,3,30gm,4,9/1/2017
F0033,BHUBANESWR,2017,11,0,NO,540,46,23019,0,23019,70,30,GM,DL,East,3,30gm,4,11/1/2017
F0033,BHUBANESWR,2017,12,0,NO,390,46,16760,0,16760,70,30,GM,DL,East,3,30gm,4,12/1/2017
F0033,BHUBANESWR,2018,1,0,NO,864,46,36858,0,36858,70,30,GM,DL,East,3,30gm,4,1/1/2018
F0033,BHUBANESWR,2018,2,0,NO,1272,46,53849,0,53849,70,30,GM,DL,East,3,30gm,4,2/1/2018
F0033,BHUBANESWR,2018,3,0,NO,1272,45,52898,0,52898,70,30,GM,DL,East,3,30gm,4,3/1/2018
F0033,BHUBANESWR,2018,4,0,NO,1296,45,52909,0,52909,70,30,GM,DL,East,3,30gm,4,4/1/2018
F0033,BHUBANESWR,2018,5,0,NO,1092,46,45410,0,45410,70,30,GM,DL,East,3,30gm,4,5/1/2018
F0033,BHUBANESWR,2018,6,0,NO,300,47,12713,0,12713,70,30,GM,DL,East,3,30gm,4,6/1/2018
F0033,BHUBANESWR,2018,7,0,NO,168,47,7156,0,7156,70,30,GM,DL,East,3,30gm,4,7/1/2018
F0033,BHUBANESWR,2018,8,0,NO,36,47,1478,0,1478,70,30,GM,DL,East,3,30gm,4,8/1/2018
F0033,BHUBANESWR,2018,9,0,NO,156,47,6953,0,6953,70,30,GM,DL,East,3,30gm,4,9/1/2018
F0033,BHUBANESWR,2018,10,0,NO,108,47,4780,0,4780,70,30,GM,DL,East,3,30gm,4,10/1/2018
F0033,BHUBANESWR,2018,11,0,NO,222,46,8966,0,8966,70,30,GM,DL,East,3,30gm,4,11/1/2018
F0033,BHUBANESWR,2018,12,0,NO,177,45,7371,0,7371,70,30,GM,DL,East,3,30gm,4,12/1/2018
F0033,BHUBANESWR,2019,1,0,NO,114,47,5159,0,5159,70,30,GM,DL,East,3,30gm,4,1/1/2019
F0033,BHUBANESWR,2019,2,0,NO,114,44,4836,0,4836,70,30,GM,DL,East,3,30gm,4,2/1/2019
F0033,BHUBANESWR,2019,3,0,NO,397,45,17626,0,17626,70,30,GM,DL,East,3,30gm,4,3/1/2019
F0033,BHUBANESWR,2019,4,0,NO,190,47,8694,0,8694,70,30,GM,DL,East,3,30gm,4,4/1/2019
F0033,BHUBANESWR,2019,5,0,NO,133,46,5857,0,5857,70,30,GM,DL,East,3,30gm,4,5/1/2019
F0033,BHUBANESWR,2019,6,0,NO,147,47,6773,0,6773,70,30,GM,DL,East,3,30gm,4,6/1/2019
F0033,BHUBANESWR,2019,7,0,NO,312,50,15181,0,15181,75,30,GM,DL,East,3,30gm,4,7/1/2019
F0033,BHUBANESWR,2019,8,0,NO,552,50,26814,0,26814,75,30,GM,DL,East,3,30gm,4,8/1/2019
F0033,BHUBANESWR,2019,9,0,NO,60,51,2947,0,2947,75,30,GM,DL,East,3,30gm,4,9/1/2019
F0033,BHUBANESWR,2019,10,0,NO,117,51,5527,0,5527,75,30,GM,DL,East,3,30gm,4,10/1/2019
F0033,BHUBANESWR,2019,11,0,NO,462,49,18290,0,18290,75,30,GM,DL,East,3,30gm,4,11/1/2019
F0033,BHUBANESWR,2019,12,0,NO,207,46,8274,0,8274,75,30,GM,DL,East,3,30gm,4,12/1/2019
F0033,BHUBANESWR,2020,1,0,NO,282,51,12470,0,12470,80,30,GM,DL,East,3,30gm,4,1/1/2020
F0033,BHUBANESWR,2020,2,0,NO,285,52,11914,0,11914,79.16666667,30,GM,DL,East,3,30gm,4,2/1/2020
F0033,CHENNAI,2017,4,0,NO,280,56,14555,21,16369,80,30,GM,DL,South,3,30gm,4,4/1/2017
F0033,CHENNAI,2017,5,0,NO,701,53,34441,12,38632,76.85714286,30,GM,DL,South,3,30gm,4,5/1/2017
F0033,CHENNAI,2017,6,0,NO,526,48,23975,4,27322,70,30,GM,DL,South,3,30gm,4,6/1/2017
F0033,CHENNAI,2017,7,0,NO,604,43,24765,0,24765,70,30,GM,DL,South,3,30gm,4,7/1/2017
F0033,CHENNAI,2017,8,0,NO,483,42,19198,0,19198,70,30,GM,DL,South,3,30gm,4,8/1/2017
F0033,CHENNAI,2017,9,0,NO,502,43,20437,0,20437,70,30,GM,DL,South,3,30gm,4,9/1/2017
F0033,CHENNAI,2017,10,0,NO,247,43,10027,0,10027,70,30,GM,DL,South,3,30gm,4,10/1/2017
F0033,CHENNAI,2017,11,0,NO,286,47,12427,0,12427,70,30,GM,DL,South,3,30gm,4,11/1/2017
F0033,CHENNAI,2017,12,0,NO,649,46,27825,0,27825,70,30,GM,DL,South,3,30gm,4,12/1/2017
F0033,CHENNAI,2018,1,0,NO,528,47,23206,0,23206,70,30,GM,DL,South,3,30gm,4,1/1/2018
F0033,CHENNAI,2018,2,0,NO,406,47,17977,0,17977,70,30,GM,DL,South,3,30gm,4,2/1/2018
F0033,CHENNAI,2018,3,0,NO,429,47,18842,0,18842,70,30,GM,DL,South,3,30gm,4,3/1/2018
F0033,CHENNAI,2018,4,0,NO,1633,47,71016,0,71016,70,30,GM,DL,South,3,30gm,4,4/1/2018
F0033,CHENNAI,2018,5,0,NO,971,47,41817,0,41817,70,30,GM,DL,South,3,30gm,4,5/1/2018
F0033,CHENNAI,2018,6,0,NO,989,47,40998,0,40998,70,30,GM,DL,South,3,30gm,4,6/1/2018
F0033,CHENNAI,2018,7,0,NO,647,47,26655,0,26655,70,30,GM,DL,South,3,30gm,4,7/1/2018
F0033,CHENNAI,2018,8,0,NO,436,46,17828,0,17828,70,30,GM,DL,South,3,30gm,4,8/1/2018
F0033,CHENNAI,2018,9,0,NO,346,47,15262,0,15262,70,30,GM,DL,South,3,30gm,4,9/1/2018
F0033,CHENNAI,2018,10,0,NO,10532,45,432454,0,432454,70,30,GM,DL,South,3,30gm,4,10/1/2018
F0033,CHENNAI,2018,11,0,NO,395,46,16780,0,16780,70,30,GM,DL,South,3,30gm,4,11/1/2018
F0033,CHENNAI,2018,12,0,NO,1382,46,59829,0,59829,70,30,GM,DL,South,3,30gm,4,12/1/2018
F0033,CHENNAI,2019,1,0,NO,91,45,4224,0,4224,70,30,GM,DL,South,3,30gm,4,1/1/2019
F0033,CHENNAI,2019,2,0,NO,441,46,19780,0,19780,70,30,GM,DL,South,3,30gm,4,2/1/2019
F0033,CHENNAI,2019,3,0,NO,419,47,19150,0,19150,70,30,GM,DL,South,3,30gm,4,3/1/2019
F0033,CHENNAI,2019,4,0,NO,574,47,26083,0,26083,70,30,GM,DL,South,3,30gm,4,4/1/2019
F0033,CHENNAI,2019,5,0,NO,444,46,19668,0,19668,70,30,GM,DL,South,3,30gm,4,5/1/2019
F0033,CHENNAI,2019,6,0,NO,159,47,7256,0,7256,70,30,GM,DL,South,3,30gm,4,6/1/2019
F0033,CHENNAI,2019,7,0,NO,350,47,15922,0,15922,70.55555556,30,GM,DL,South,3,30gm,4,7/1/2019
F0033,CHENNAI,2019,8,0,NO,223,50,11014,0,11014,74.54545455,30,GM,DL,South,3,30gm,4,8/1/2019
F0033,CHENNAI,2019,9,0,NO,282,51,13953,0,13953,75,30,GM,DL,South,3,30gm,4,9/1/2019
F0033,CHENNAI,2019,10,0,NO,169,48,7430,0,7430,75,30,GM,DL,South,3,30gm,4,10/1/2019
F0033,CHENNAI,2019,11,0,NO,276,51,11669,0,11669,75,30,GM,DL,South,3,30gm,4,11/1/2019
F0033,CHENNAI,2019,12,0,NO,241,51,10236,0,10236,75,30,GM,DL,South,3,30gm,4,12/1/2019
F0033,CHENNAI,2020,1,0,NO,156,49,7448,0,7448,77.5,30,GM,DL,South,3,30gm,4,1/1/2020
F0033,CHENNAI,2020,2,0,NO,328,53,15353,0,15353,79.375,30,GM,DL,South,3,30gm,4,2/1/2020
F0033,DEHRADUN,2017,4,0,NO,576,54,28950,0,33148,80,30,GM,DL,North,3,30gm,4,4/1/2017
F0033,DEHRADUN,2017,5,0,NO,1008,49,45456,0,52047,71.875,30,GM,DL,North,3,30gm,4,5/1/2017
F0033,DEHRADUN,2017,6,0,NO,962,48,42823,0,49032,70,30,GM,DL,North,3,30gm,4,6/1/2017
F0033,DEHRADUN,2017,7,0,NO,1144,43,45799,0,45799,70,30,GM,DL,North,3,30gm,4,7/1/2017
F0033,DEHRADUN,2017,8,0,NO,910,42,35275,0,35275,70,30,GM,DL,North,3,30gm,4,8/1/2017
F0033,DEHRADUN,2017,9,0,NO,1014,41,39113,0,39113,70,30,GM,DL,North,3,30gm,4,9/1/2017
F0033,DEHRADUN,2017,12,0,NO,1429,45,60205,0,60205,70,30,GM,DL,North,3,30gm,4,12/1/2017
F0033,DEHRADUN,2018,1,0,NO,1443,45,61550,0,61550,70,30,GM,DL,North,3,30gm,4,1/1/2018
F0033,DEHRADUN,2018,2,0,NO,1733,44,73487,0,73487,70,30,GM,DL,North,3,30gm,4,2/1/2018
F0033,DEHRADUN,2018,3,0,NO,1985,45,84605,0,84605,70,30,GM,DL,North,3,30gm,4,3/1/2018
F0033,DEHRADUN,2018,4,0,NO,1555,44,64739,0,64739,70,30,GM,DL,North,3,30gm,4,4/1/2018
F0033,DEHRADUN,2018,5,0,NO,377,45,16375,0,16375,70,30,GM,DL,North,3,30gm,4,5/1/2018
F0033,DEHRADUN,2018,6,0,NO,3848,46,152944,0,152944,70,30,GM,DL,North,3,30gm,4,6/1/2018
F0033,DEHRADUN,2018,7,0,NO,1582,46,64141,0,64141,70,30,GM,DL,North,3,30gm,4,7/1/2018
F0033,DEHRADUN,2018,8,0,NO,790,45,30739,0,30739,70,30,GM,DL,North,3,30gm,4,8/1/2018
F0033,DEHRADUN,2018,9,0,NO,1251,45,53098,0,53098,70,30,GM,DL,North,3,30gm,4,9/1/2018
F0033,DEHRADUN,2018,10,0,NO,1014,46,40804,0,40804,70,30,GM,DL,North,3,30gm,4,10/1/2018
F0033,DEHRADUN,2018,11,0,NO,262,42,10136,0,10136,70,30,GM,DL,North,3,30gm,4,11/1/2018
F0033,DEHRADUN,2018,12,0,NO,766,43,31990,0,31990,70,30,GM,DL,North,3,30gm,4,12/1/2018
F0033,DEHRADUN,2019,1,0,NO,5,41,206,0,206,70,30,GM,DL,North,3,30gm,4,1/1/2019
F0033,DEHRADUN,2019,2,0,NO,192,42,8283,0,8283,70,30,GM,DL,North,3,30gm,4,2/1/2019
F0033,DEHRADUN,2019,3,0,NO,539,43,24366,0,24366,70,30,GM,DL,North,3,30gm,4,3/1/2019
F0033,DEHRADUN,2019,4,0,NO,423,44,18618,0,18618,70,30,GM,DL,North,3,30gm,4,4/1/2019
F0033,DEHRADUN,2019,5,0,NO,817,46,35468,0,35468,70,30,GM,DL,North,3,30gm,4,5/1/2019
F0033,DEHRADUN,2019,6,0,NO,768,46,33533,0,33533,70,30,GM,DL,North,3,30gm,4,6/1/2019
F0033,DEHRADUN,2019,7,0,NO,900,48,42332,0,42332,73.33333333,30,GM,DL,North,3,30gm,4,7/1/2019
F0033,DEHRADUN,2019,8,0,NO,144,48,6760,0,6760,71.66666667,30,GM,DL,North,3,30gm,4,8/1/2019
F0033,DEHRADUN,2019,9,0,NO,264,47,12415,0,12415,72.5,30,GM,DL,North,3,30gm,4,9/1/2019
F0033,DEHRADUN,2019,10,0,NO,865,50,35045,0,35045,75,30,GM,DL,North,3,30gm,4,10/1/2019
F0033,DEHRADUN,2019,11,0,NO,1730,48,68177,0,68177,75,30,GM,DL,North,3,30gm,4,11/1/2019
F0033,DEHRADUN,2019,12,0,NO,2590,49,102662,0,102662,75,30,GM,DL,North,3,30gm,4,12/1/2019
F0033,DEHRADUN,2020,1,0,NO,2030,51,83116,0,83116,80,30,GM,DL,North,3,30gm,4,1/1/2020
F0033,DEHRADUN,2020,2,0,NO,1080,51,44218,0,44218,78.33333333,30,GM,DL,North,3,30gm,4,2/1/2020
F0033,DELMDK,2017,4,0,NO,7044,54,377119,10,424120,80,30,GM,DL,North,3,30gm,4,4/1/2017
F0033,DELMDK,2017,5,0,NO,8537,50,399415,10,448958,71.42857143,30,GM,DL,North,3,30gm,4,5/1/2017
F0033,DELMDK,2017,6,0,NO,6143,49,283017,10,318153,70,30,GM,DL,North,3,30gm,4,6/1/2017
F0033,DELMDK,2017,7,0,NO,13754,43,558923,0,558923,70,30,GM,DL,North,3,30gm,4,7/1/2017
F0033,DELMDK,2017,8,0,NO,12283,42,498312,0,498312,70,30,GM,DL,North,3,30gm,4,8/1/2017
F0033,DELMDK,2017,9,0,NO,12728,42,517619,0,517619,70,30,GM,DL,North,3,30gm,4,9/1/2017
F0033,DELMDK,2017,10,0,NO,8287,42,335071,0,335071,70,30,GM,DL,North,3,30gm,4,10/1/2017
F0033,DELMDK,2017,11,0,NO,11984,45,524637,0,524637,70,30,GM,DL,North,3,30gm,4,11/1/2017
F0033,DELMDK,2017,12,0,NO,24845,46,1095478,0,1095478,70,30,GM,DL,North,3,30gm,4,12/1/2017
F0033,DELMDK,2018,1,0,NO,25642,46,1128931,0,1128931,70,30,GM,DL,North,3,30gm,4,1/1/2018
F0033,DELMDK,2018,2,0,NO,11475,46,504166,0,504166,70,30,GM,DL,North,3,30gm,4,2/1/2018
F0033,DELMDK,2018,3,0,NO,27245,47,1202624,0,1202624,70,30,GM,DL,North,3,30gm,4,3/1/2018
F0033,DELMDK,2018,4,0,NO,8875,46,384618,0,384618,70,30,GM,DL,North,3,30gm,4,4/1/2018
F0033,DELMDK,2018,5,0,NO,9416,46,406368,0,406368,70,30,GM,DL,North,3,30gm,4,5/1/2018
F0033,DELMDK,2018,6,0,NO,25518,46,1046655,0,1046655,70,30,GM,DL,North,3,30gm,4,6/1/2018
F0033,DELMDK,2018,7,0,NO,9841,45,395005,0,395005,70,30,GM,DL,North,3,30gm,4,7/1/2018
F0033,DELMDK,2018,8,0,NO,20231,44,811791,0,811791,70,30,GM,DL,North,3,30gm,4,8/1/2018
F0033,DELMDK,2018,10,0,NO,15291,44,622921,0,622921,70,30,GM,DL,North,3,30gm,4,10/1/2018
F0033,DELMDK,2018,11,0,NO,4510,43,182433,0,182433,70,30,GM,DL,North,3,30gm,4,11/1/2018
F0033,DELMDK,2018,12,0,NO,23271,45,1004645,0,1004645,70,30,GM,DL,North,3,30gm,4,12/1/2018
F0033,DELMDK,2019,1,0,NO,702,44,30794,0,30794,70,30,GM,DL,North,3,30gm,4,1/1/2019
F0033,DELMDK,2019,2,0,NO,25223,46,1136346,0,1136346,70,30,GM,DL,North,3,30gm,4,2/1/2019
F0033,DELMDK,2019,3,0,NO,20228,46,909678,0,909678,70,30,GM,DL,North,3,30gm,4,3/1/2019
F0033,DELMDK,2019,4,0,NO,13237,45,580013,0,580013,70,30,GM,DL,North,3,30gm,4,4/1/2019
F0033,DELMDK,2019,5,0,NO,20451,45,905399,0,905399,70,30,GM,DL,North,3,30gm,4,5/1/2019
F0033,DELMDK,2019,6,0,NO,13694,46,607868,0,607868,70,30,GM,DL,North,3,30gm,4,6/1/2019
F0033,DELMDK,2019,7,0,NO,14062,49,684467,0,684467,73.54166667,30,GM,DL,North,3,30gm,4,7/1/2019
F0033,DELMDK,2019,8,0,NO,12853,48,618058,0,618058,74.11764706,30,GM,DL,North,3,30gm,4,8/1/2019
F0033,DELMDK,2019,9,0,NO,21915,48,1046853,0,1046853,74.53125,30,GM,DL,North,3,30gm,4,9/1/2019
F0033,DELMDK,2019,10,0,NO,15438,47,641659,0,641659,75,30,GM,DL,North,3,30gm,4,10/1/2019
F0033,DELMDK,2019,12,0,NO,16075,48,664623,0,664623,75.17241379,30,GM,DL,North,3,30gm,4,12/1/2019
F0033,GHAZIABAD,2017,4,0,NO,2871,54,149127,6,170531,80,30,GM,DL,North,3,30gm,4,4/1/2017
F0033,GHAZIABAD,2017,5,0,NO,4100,51,198055,27,225661,74.75,30,GM,DL,North,3,30gm,4,5/1/2017
F0033,GHAZIABAD,2017,6,0,NO,4220,48,189230,4,216509,71.42857143,30,GM,DL,North,3,30gm,4,6/1/2017
F0033,GHAZIABAD,2017,7,0,NO,3757,42,150167,0,150167,70.28571429,30,GM,DL,North,3,30gm,4,7/1/2017
F0033,GHAZIABAD,2017,8,0,NO,409,39,16418,0,16418,70.90909091,30,GM,DL,North,3,30gm,4,8/1/2017
F0033,GHAZIABAD,2017,9,0,NO,3032,41,119266,0,119266,70,30,GM,DL,North,3,30gm,4,9/1/2017
F0033,GHAZIABAD,2017,10,0,NO,23,38,876,0,876,70,30,GM,DL,North,3,30gm,4,10/1/2017
F0033,GHAZIABAD,2017,11,0,NO,5791,44,243599,0,243599,70,30,GM,DL,North,3,30gm,4,11/1/2017
F0033,GHAZIABAD,2017,12,0,NO,7932,45,342970,0,342970,70,30,GM,DL,North,3,30gm,4,12/1/2017
F0033,GHAZIABAD,2018,1,0,NO,7792,46,341645,0,341645,70,30,GM,DL,North,3,30gm,4,1/1/2018
F0033,GHAZIABAD,2018,2,0,NO,4850,45,209706,0,209706,70,30,GM,DL,North,3,30gm,4,2/1/2018
F0033,GHAZIABAD,2018,3,0,NO,8737,45,380753,0,380753,70,30,GM,DL,North,3,30gm,4,3/1/2018
F0033,GHAZIABAD,2018,4,0,NO,4637,44,199963,0,199963,70,30,GM,DL,North,3,30gm,4,4/1/2018
F0033,GHAZIABAD,2018,5,0,NO,2882,44,122999,0,122999,70,30,GM,DL,North,3,30gm,4,5/1/2018
F0033,GHAZIABAD,2018,6,0,NO,8411,45,339456,0,339456,70,30,GM,DL,North,3,30gm,4,6/1/2018
F0033,GHAZIABAD,2018,7,0,NO,4006,44,157846,0,157846,70,30,GM,DL,North,3,30gm,4,7/1/2018
F0033,GHAZIABAD,2018,8,0,NO,3087,44,125386,0,125386,70,30,GM,DL,North,3,30gm,4,8/1/2018
F0033,GHAZIABAD,2018,9,0,NO,2314,44,100284,0,100284,70,30,GM,DL,North,3,30gm,4,9/1/2018
F0033,GHAZIABAD,2018,10,0,NO,4362,44,175400,0,175400,70,30,GM,DL,North,3,30gm,4,10/1/2018
F0033,GHAZIABAD,2018,11,0,NO,1056,42,42738,0,42738,70,30,GM,DL,North,3,30gm,4,11/1/2018
F0033,GHAZIABAD,2018,12,0,NO,3744,44,161114,0,161114,70.43478261,30,GM,DL,North,3,30gm,4,12/1/2018
F0033,GHAZIABAD,2019,1,0,NO,4,41,168,0,168,70,30,GM,DL,North,3,30gm,4,1/1/2019
